1
2
3
4
5
6
7
8
9
10
11
12
touch
1
event at 1599638592.089347, code 57, type 03, val 22
event at 1599639373.635515, code 330, type 01, val 00
event at 1599639373.635515, code 00, type 00, val 00
2
touch
1
event at 1599639374.840915, code 57, type 03, val 29
event at 1599639374.840915, code 53, type 03, val 750
event at 1599639374.840915, code 54, type 03, val 261
event at 1599639374.840915, code 330, type 01, val 01
event at 1599639374.840915, code 00, type 03, val 750
event at 1599639374.840915, code 01, type 03, val 261
event at 1599639374.840915, code 00, type 00, val 00
event at 1599639374.958387, code 53, type 03, val 751
event at 1599639374.958387, code 54, type 03, val 262
event at 1599639374.958387, code 00, type 03, val 751
event at 1599639374.958387, code 01, type 03, val 262
event at 1599639374.958387, code 00, type 00, val 00
event at 1599639374.992013, code 57, type 03, val -1
event at 1599639374.992013, code 330, type 01, val 00
event at 1599639374.992013, code 00, type 00, val 00
2
3
4
touch
1
event at 1599639378.907942, code 57, type 03, val 30
event at 1599639378.907942, code 53, type 03, val 759
event at 1599639378.907942, code 54, type 03, val 240
event at 1599639378.907942, code 330, type 01, val 01
event at 1599639378.907942, code 00, type 03, val 759
event at 1599639378.907942, code 01, type 03, val 240
event at 1599639378.907942, code 00, type 00, val 00
event at 1599639378.991897, code 54, type 03, val 242
event at 1599639378.991897, code 01, type 03, val 242
event at 1599639378.991897, code 00, type 00, val 00
event at 1599639379.042219, code 57, type 03, val -1
event at 1599639379.042219, code 330, type 01, val 00
event at 1599639379.042219, code 00, type 00, val 00
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
66
67
68
69
70
71
72
73
74
75
76
77
78
79
80
81
82
83
84
85
86
87
88
89
90
91
92
93
94
95
96
97
